record_id,source_batch,screening_route,report_access,full_text_stage,final_role,primary_exclusion_reason,decision_basis,local_report
E242,open_final_20260901,TRANSFER,RETRIEVED_OPEN_PDF,INCLUDED,TRANSFER-METHOD,,"Complete open report assessed; necessary registration, localization, georeferencing or multi-epoch change method with transferable validation.",E242_DC3DCD_unsupervised_learning_for_multiclass_3D_point_cloud_change_dete.pdf
E245,open_final_20260901,TRANSFER,DOWNLOAD_FAILED,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E246,open_final_20260901,TRANSFER,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E247,open_final_20260901,TRANSFER,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E250,open_final_20260901,TRANSFER,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E251,open_final_20260901,CORE,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E253,open_final_20260901,TRANSFER,DOWNLOAD_FAILED,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E255,open_final_20260901,CORE,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E256,open_final_20260901,TRANSFER,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E259,open_final_20260901,TRANSFER,RETRIEVED_OPEN_PDF,INCLUDED,TRANSFER-METHOD,,"Complete open report assessed; necessary registration, localization, georeferencing or multi-epoch change method with transferable validation.",E259_DuLoc_Life_Long_Dual_Layer_Localization_in_Changing_and_Dynamic_Expans.pdf
E267,open_final_20260901,CORE,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E269,open_final_20260901,CORE,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E270,open_final_20260901,TRANSFER,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E271,open_final_20260901,CORE,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E273,open_final_20260901,CORE,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E274,open_final_20260901,TRANSFER,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E276,open_final_20260901,TRANSFER,RETRIEVED_OPEN_PDF,INCLUDED,TRANSFER-METHOD,,"Complete open report assessed; necessary registration, localization, georeferencing or multi-epoch change method with transferable validation.",E276_Evaluating_the_potential_of_post_processing_kinematic_PPK_georeferenci.pdf
E284,open_final_20260901,TRANSFER,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E290,open_final_20260901,TRANSFER,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E292,open_final_20260901,TRANSFER,DOWNLOAD_FAILED,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E293,open_final_20260901,TRANSFER,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E298,open_final_20260901,TRANSFER,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E299,open_final_20260901,CORE,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E305,open_final_20260901,TRANSFER,RETRIEVED_OPEN_PDF,FULL_TEXT_EXCLUDED,EXCLUDE-OTHER,background_or_nonessential_measurement_endpoint,Complete report assessed; useful platform/context evidence but no necessary validated contribution to the target stockpile measurement chain.,E305_Implementation_of_a_Zed_2i_Stereo_Camera_for_High_Frequency_Shoreline_.pdf
E307,open_final_20260901,CORE,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E309,open_final_20260901,CORE,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E311,open_final_20260901,TRANSFER,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E312,open_final_20260901,CORE,DOWNLOAD_FAILED,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E313,open_final_20260901,CORE,RETRIEVED_OPEN_PDF,INCLUDED,DIRECT-EMPIRICAL,,"Complete open report assessed; direct stockpile/bulk-material geometry, segmentation, volume, mass or inventory endpoint.",E313_INTEGRATION_ANALYSIS_OF_DRONE_MULTI_SENSOR_GNSS_LIDAR_CAMERA_FOR_3D_MA.pdf
E318,open_final_20260901,TRANSFER,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E322,open_final_20260901,TRANSFER,RETRIEVED_OPEN_PDF,FULL_TEXT_EXCLUDED,EXCLUDE-OTHER,background_or_nonessential_measurement_endpoint,Complete report assessed; useful platform/context evidence but no necessary validated contribution to the target stockpile measurement chain.,E322_Kilometer_scale_autonomous_navigation_in_subarctic_forests_challenges_.pdf
E324,open_final_20260901,CORE,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E326,open_final_20260901,TRANSFER,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E327,open_final_20260901,TRANSFER,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E328,open_final_20260901,CORE,RETRIEVED_OPEN_PDF,INCLUDED,DIRECT-EMPIRICAL,,"Complete open report assessed; direct stockpile/bulk-material geometry, segmentation, volume, mass or inventory endpoint.",E328_Live_volume_of_conical_stockpile_reclaimed_by_gravity.pdf
E329,open_final_20260901,CORE,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E332,open_final_20260901,TRANSFER,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E333,open_final_20260901,TRANSFER,DOWNLOAD_FAILED,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E335,open_final_20260901,TRANSFER,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E337,open_final_20260901,CORE,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E338,open_final_20260901,CORE,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E339,open_final_20260901,CORE,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E342,open_final_20260901,TRANSFER,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E343,open_final_20260901,TRANSFER,RETRIEVED_OPEN_PDF,INCLUDED,TRANSFER-METHOD,,"Complete open report assessed; necessary registration, localization, georeferencing or multi-epoch change method with transferable validation.",E343_MONITORING_OF_PROGRESSIVE_DAMAGE_IN_BUILDINGS_USING_LASER_SCAN_DATA.pdf
E346,open_final_20260901,TRANSFER,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E347,open_final_20260901,TRANSFER,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E351,open_final_20260901,CORE,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E352,open_final_20260901,CORE,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E357,open_final_20260901,CORE,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E358,open_final_20260901,TRANSFER,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E361,open_final_20260901,TRANSFER,RETRIEVED_OPEN_PDF,INCLUDED,TRANSFER-METHOD,,"Complete open report assessed; necessary registration, localization, georeferencing or multi-epoch change method with transferable validation.",E361_Optimising_4_D_surface_change_detection_an_approach_for_capturing_rock.pdf
E362,open_final_20260901,TRANSFER,DOWNLOAD_FAILED,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E363,open_final_20260901,CORE,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E364,open_final_20260901,CORE,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E365,open_final_20260901,CORE,RETRIEVED_OPEN_PDF,INCLUDED,DIRECT-EMPIRICAL,,"Complete open report assessed; direct stockpile/bulk-material geometry, segmentation, volume, mass or inventory endpoint.",E365_Optimizing_Structure_from_Motion_Parameters_for_Volume_Estimation_of_C.pdf
E369,open_final_20260901,CORE,DOWNLOAD_FAILED,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E370,open_final_20260901,CORE,RETRIEVED_OPEN_PDF,INCLUDED,DIRECT-EMPIRICAL,,"Complete open report assessed; direct stockpile/bulk-material geometry, segmentation, volume, mass or inventory endpoint.",E370_Perbandingan_Perhitungan_Volume_Stockpile_Batu_Andesit_Menggunakan_Ala.pdf
E371,open_final_20260901,CORE,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E372,open_final_20260901,CORE,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E373,open_final_20260901,CORE,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E379,open_final_20260901,TRANSFER,RETRIEVED_OPEN_PDF,INCLUDED,TRANSFER-METHOD,,"Complete open report assessed; necessary registration, localization, georeferencing or multi-epoch change method with transferable validation.",E379_Point_Cloud_Change_Detection_With_Stereo_V_SLAM_Dataset_Metrics_and_Ba.pdf
E381,open_final_20260901,TRANSFER,RETRIEVED_OPEN_PDF,INCLUDED,TRANSFER-METHOD,,"Complete open report assessed; necessary registration, localization, georeferencing or multi-epoch change method with transferable validation.",E381_Point_cloud_registration_from_local_feature_correspondences_Evaluation.pdf
E384,open_final_20260901,TRANSFER,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E388,open_final_20260901,TRANSFER,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E392,open_final_20260901,CORE,DOWNLOAD_FAILED,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E394,open_final_20260901,CORE,DOWNLOAD_FAILED,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E395,open_final_20260901,CORE,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E396,open_final_20260901,CORE,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E398,open_final_20260901,TRANSFER,RETRIEVED_OPEN_PDF,INCLUDED,TRANSFER-METHOD,,"Complete open report assessed; necessary registration, localization, georeferencing or multi-epoch change method with transferable validation.",E398_RESEARCH_ON_SELF_CROSS_TRANSFORMER_MODEL_OF_POINT_CLOUD_CHANGE_DETECTI.pdf
E400,open_final_20260901,CORE,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E401,open_final_20260901,CORE,RETRIEVED_OPEN_PDF,INCLUDED,DIRECT-EMPIRICAL,,"Complete open report assessed; direct stockpile/bulk-material geometry, segmentation, volume, mass or inventory endpoint.",E401_Research_on_Weighing_of_Concrete_Aggregate_Pile_Based_on_Binocular_Vis.pdf
E403,open_final_20260901,TRANSFER,DOWNLOAD_FAILED,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E404,open_final_20260901,CORE,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E406,open_final_20260901,TRANSFER,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E409,open_final_20260901,TRANSFER,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E411,open_final_20260901,CORE,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E414,open_final_20260901,TRANSFER,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E415,open_final_20260901,CORE,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E417,open_final_20260901,CORE,DOWNLOAD_FAILED,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E418,open_final_20260901,CORE,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E419,open_final_20260901,TRANSFER,RETRIEVED_OPEN_PDF,FULL_TEXT_EXCLUDED,EXCLUDE-OTHER,background_or_nonessential_measurement_endpoint,Complete report assessed; useful platform/context evidence but no necessary validated contribution to the target stockpile measurement chain.,E419_Scalable_Platform_for_UAV_Flight_Operations_Data_Capture_Cloud_Process.pdf
E423,open_final_20260901,TRANSFER,DOWNLOAD_FAILED,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E428,open_final_20260901,TRANSFER,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E430,open_final_20260901,CORE,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E431,open_final_20260901,CORE,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E433,open_final_20260901,CORE,DOWNLOAD_FAILED,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E434,open_final_20260901,CORE,DOWNLOAD_FAILED,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E435,open_final_20260901,CORE,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E437,open_final_20260901,CORE,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E439,open_final_20260901,TRANSFER,DOWNLOAD_FAILED,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E440,open_final_20260901,TRANSFER,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E447,open_final_20260901,CORE,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E448,open_final_20260901,CORE,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E454,open_final_20260901,TRANSFER,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E458,open_final_20260901,CORE,RETRIEVED_OPEN_PDF,FULL_TEXT_EXCLUDED,EXCLUDE-OVERLAP,overlapping_report,Complete report assessed; earlier conference report overlaps the already retained expanded study series.,E458_Towards_Developing_an_Aerial_Mapping_System_for_Stockpile_Volume_Estim.pdf
E460,open_final_20260901,CORE,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E461,open_final_20260901,TRANSFER,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E465,open_final_20260901,CORE,DOWNLOAD_FAILED,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E466,open_final_20260901,CORE,DOWNLOAD_FAILED,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E467,open_final_20260901,CORE,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E468,open_final_20260901,CORE,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E471,open_final_20260901,TRANSFER,RETRIEVED_OPEN_PDF,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E472,open_final_20260901,TRANSFER,DOWNLOAD_FAILED,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E473,open_final_20260901,CORE,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E474,open_final_20260901,CORE,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E475,open_final_20260901,CORE,RETRIEVED_OPEN_PDF,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E476,open_final_20260901,CORE,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E477,open_final_20260901,CORE,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
E479,open_final_20260901,CORE,NO_OPEN_PDF_LINK,NOT_RETRIEVED,NOT-RETRIEVED,,No complete usable report was obtained from the frozen open-link retrieval; title/abstract routing was not promoted to full-report evidence.,
